Code,Text
METH,A limitation of association rule mining is that it only works on binary transaction data i.e. an item was either purchased in a transaction 1 or not 0. In many real-world applications data is either categorical e.g. blue red green or quantitative e.g. number of murders. For numerical and categorical attributes Boolean rules are unsatisfactory. Extensions have been proposed to operate on these data such as quantitative association rule mining. 
ARIN,Rule post-pruning is concerned with pruning rules after they have been generated by an algorithm such as Fuzzy Apriori. We are post-pruning rules based on 60 fuzzy confidence. 
METH,All data was used in this experiment which included 2215 communities located throughout the US. Fuzzy Apriori was run with confidence 60 and support 0.135. A total of 13657 rules were generated. Post-pruning using a Relative Fuzzy Support of 1.0 reduced this number to a much more manageable number of 657 rules of interest. This represents a 95.2 reduction in the number of rules. 
FEAS,Fuzzy association rule mining has proven useful for this crime application and has utility for other crime-related data sets. To the knowledge of the authors this is the first experimental study of applying fuzzy association rule mining to a crime data set. Results presented in this paper suggest that further analysis is required to gain a closer understanding of crime at both the community and national levels. 
POLI,Moreover some of the most important information in an incident report appears in the unstructured narrative portion of the report this includes information relating to modus operandi MO and other important behavioral indi- cators.Unfortunatelyit is this section of the report that also contains misspellingstypographical errorsjargonslangand incomplete and missing information.These as well as other irregularities limit the analysts ability to effectively analyze the data and interpret results. 
ARIN,Rule induction models on the other hand exploit the fact that criminal behavior can be relatively predictable or homogeneous. Analysts can characterize and model spe- cific attributes or behavioral patterns using rule induction modelswhich they can then apply to new data or incidents in an effort to quickly categorize them based on common features or attributes.This use is similar to the scoring algo- rithms used to predict risk in the financial industry.These models can be based on empirically determined clusters identified using unsupervised learning techniques or those predetermined by the analyst. 
ASSES,The scope of the project was to help build a collaborative decision-support system portal where spatial planning professionals could learn about designing much more secure and safer spaces in urban areas. The portal achieved this via inte grating a number of tools under a common simple to use interface 
ARIN,This survey indicates the capabilities of modern software in the context of functionalities planned to be implemented in the SM4Public system prototype. The related project is aimed at the con struction and implementation of the innovative system prototype based on the Video Con tent Analysis algorithms that will ensure the safety of various public spaces using real-time solutions and typical computer components. The idea of the project was raised during the development of the previous system entitled SmartMonitor. 
ARIN,This paper presents a novel technique based on machine learning and particle filtering to detect and track the humans in video. The humans are detected in video frames using the object detection framework proposed by Viola et al. reduces the training time of the human detector. Earlier detection of the objects simplifies the process of tracking and sheds the load of detection from tracker. In addition the exhaustive dataset used for training the detector makes the system to be able to detect and track the multiple objects in critical lighting conditions in dynamic background. 
METH,After computation of integral image representation we have used adaptive boosting technique for training of the human detector system. The main motivation for using Haar-like features is their easy evaluation. Since extracting evaluating the required features from training data is a challenging task and this becomes even more complex and cumbersome when the size of training dataset is very large. With Haar-like features the concept of Integral Image facilitates easy and fast calculation of features and considerably reduces the computation effort. So we have opted to use Haar-like features. 
ARIN,We define a motion model for predicting the position of a human object from frame to frame We use a second-order auto-regressive dynamical motion model for object's position prediction in frames. Non-Gaussian noise is considered in our motion model by a random noise variable. In this autoregressive motion model we assume the next state of the system as a function of some previous states and a noise random variable 
ASSES,After applying the proposed method on a set of several videos we found that the average detection and tracking accuracy of the proposed technique is 87.44 and the average execution speed is 18 frames per second 
ARIN,Object detection and tracking is the fundamental step in visual surveillance. In this paper we have proposed an automatic mUltiple human detection and tracking technique using Haar-Iike features and a simple particle fIlter. The human detector can easily be trained using the Haar-like features extracted from the training samples consisting of the images of the humans and the background. The operation of the proposed technique is fully automatic and does not require any operator intervention unlike other methods. 
METH,a novel real-time abnormal motion detection scheme. The algorithm uses the mac roblock motion vectors that are generated anyway as part of standard video compression methods. Mo tion features are derived from the motion vectors. Nor malactivity is characterized by the joint statistical dis tribution of the motion features estimated during a training phase at the inspected site. During online op eration improbable-motion feature values indicate abnormal motion. Relying on motion vectors rather than on pixel data reduces the input data rate by about two orders of magnitude and allows real-time operation on limited computational platforms. 
ARIN,Abnormal motion detection is the key to effective and economical video surveillance. The detection of an abnormal motion can trigger video transmission and recording and can be used to attract the attention of a human observer to a particular video channel 
FEAS,The suggested abnormal motion detection algorithm was successfully tested at outdoor location. The al gorithm was implemented in C++. The simplicity of the computations and the well-defined dynamic ranges allow fixed-point numerical representation. The code runs on a Pentium 4 2.8GHz PC with a Windows C++ graphical user interface at a rate of 75 frames per sec ond without optimization. 
TECH,We presented a computationally efficient and reliable method for abnormal motion detection in compressed video streams. The input to the algorithm is the set of macro-block motion vectors as well as intra-frame and intra-block flags that are produced anyway by the compression process - an essential part of many modern video surveillance systems. 
ASSES,We investigate the unsupervised K-means clustering and the semi-supervised hidden Markov model HMM to automatically detect anomalous motion patterns in groups of people crowds. Anomalous motion patterns are typically people merging into a dense group followed by disturbances or threatening situations within the group. The application of K means clustering and HMM are illustrated with datasets from four surveillance scenarios. 
ASSES,With automatic crowd analysis it is possible to foresee different states of the crowd including crowd size crowd density crowd flow crowd speed and anomalous motion patterns e.g. riots robberies and fights. Automatic crowd analysis can improve the possibilities for an operator to detect at an earlier stage important events in the often very large amount of information from sensor data. The outcome of threatening and dangerous situations can then be mitigated or even avoided. 
ARIN,The objective of this paper is to study unsupervised K means clustering and semi-supervised HMM for detection of anomalous motion patterns in crowds. For crowd surveillance in urban environments the context is important e.g. time of day time of week time of year and weather conditions. However if the anomaly detection algorithm is conditioned on the context to a large extent the algorithm can often be used only in that specific context. The less prior information we can use the more generic can the algorithm become. With K means clustering and HMM the aim is to minimize the amount of prior information while still getting enough information from the sensor data. 
METH,The HMM can be used for both supervised and semi supervised anomaly detection. For supervised anomaly detection the HMM is trained on data from both normal situations and different abnormal situations. For semi supervised anomaly detection the HMM is trained only on data from normal situations. An abnormal situation is recognized as a deviation from the expected normal situation but it is not possible to recognize classify the type of abnormal event. 
METH,For the detection of people in raw images foreground background segmentation is used which provides a set of detected people represented with ellipsoids. 
METH,To study how the detection of dense groups may be influenced by increased position uncertainties for the detected people we have made K-means clustering with different position uncertainties. A dense group can be regarded as an extended object and the sensitivity analysis can be seen as obtaining different detections on the extended object. The position uncertainties are modeled with a uniform distribution for two different intervals i.e.. 2 and .4 of the correct positions. 
METH,The Baum-Welch algorithm finds local maxima when searching for the maximum likelihood estimates. It is therefore interesting to see what HMM parameters that are obtained from other initial parameter settings and how these other HMM parameters would influence 
TECH,With the clustering and HMM algorithms we have used a rather limited amount of prior information. For the HMM the prior information was the knowledge of the motion pattern of a calm and normal group based on the dynamics of the cluster shape. For the clustering the prior information corresponded to the approximate number of pixels per person as observed from a certain camera. 
ARIN,there are three methods commonly used to detect a motion. Those are background subtraction optical flow and temporal differences. Background subtraction is performed by comparison of an image with the referenced one. This technique employs a static reference image describes the algorithm of background subtraction and frame differences by applying the concept of Sum of Absolute Difference SAD. SAD is used to determine whether there is a movement within an image pair. 
ARIN,Support Vector Machine SVM was also applied in the motion detection. The correlation is used after the process of analysing the temporal differences in some of the image frame. The detection of motion was achieved by combining the frame differences technique with optical flow. 
ARIN,Research conducted by Yokoyama et al. also applied concept of vectors to movement detection. This method was performed by comparing multiple frames and marks the points of difference between the frames. This method yields information about the direction of movement of the object. 
PRED,The input to the ASAM software will be a series of trans- actions and patterns generated by the Evidence Extraction and Link Discovery EELD another US government funded project. Provided that the transactional evidence is continual the ASAM software will monitor possible terrorist activity by comparing its terrorist network models with the incoming data via model-based probabilistic graph matching a method for measuring the correlation between a state model graph and an input graph EELD data given their statistical descriptions. As we shall see the state model graph represents the network model for one state of an HMM: if an HMM has ten states then it has ten different state models. Simply put the state model graphs are snapshots of the evolving terrorist network. Much like these the input graphs are snapshots of the evolving transaction space. 
ARIN,When the system is capable of identifying objects artificial intelligence AI and video interpretation algorithms are capable of detecting abnormal behaviours of those objects mainly using two different strategies: statistical and semantic analysis. 
ASSES,This work aims at providing a solution to this problem by designing and developing an automated video surveillance system suitable for dense deployments in Smart Spaces capable of working with small and cheap cameras small bandwidth and optimizing processing power. The approach followed by the system proposed in this work is based on a three stage processing scheme: first detecting objects in motion at the cameras to avoid sending large video data while at the same time keeping the processing power required by the cameras low avoiding the application of complex resource intensive object identification algorithms second automatically building at the control center a route model of the moving objects in the watched scenes using the movement parameters identified by the cameras and third performing semantic reasoning over the route model and the movement parameters to identify alarms at the conceptual level that is not only identifying that an unusual event is happening but identifying the nature of that event a car crash a fire an intrusion etc.. The work presented along this paper has been carried out within the European project CELTIC HuSIMS Human Situation Monitoring System. 
ASSES,Statistical alarm detection simply identifies abnormal behaviours understanding abnormal as things that do not happen frequently according to a certain mathematical criteria so it is impossible for them to fulfill requirement number 2. Systems based on hard-coded interpretations work on the basis of a hard-coded rule engine and do not usually make use of formal semantic technologies. This means that it is necessary to manually modify the specific implementation of the algorithms in the system to port it from one domain to the other if that is feasible at all. 
ARIN,Sensing: A sensor network including smart surveillance cameras and other sensors fire and movement detectors for instance is connected with the control center. Cameras run motion detection algorithms to transform the video stream into data packets specifically XML files that contain information about the different moving objects speed position size etc.. 
ASSES,Route Detection: Once the XML file with the data of the moving objects is available trajectories and movement patterns of different objects are processed using an algorithm that builds for each camera a route model of the scene zones of the image where objects usually move enriched with object sources and sinks zones of the image where objects usually appear or disappear. Route Detection is implemented with two internal submodules. First the Frame Preprocessor receives from the camera an XML file with the motion parameters of the objects detected by the camera separates the integrated data in different frames a single file can aggregate several frames to optimize communications corrects the perspective distortion using height and tilt angle values for the source camera by applying a simple Inverse Perspective Mapping and reformats the information in the shape of a raw data matrix. From this data matrix the Route Detection Algorithm using a set of routines implemented in Matlab determines the routes of the scene. Route Detection is performed only when the system is in training mode. 
ASSES,The aim of this stage is to translate the syntactic parameters of objects routes sinks and sources obtained by the cameras and the Route Detection stage into meaningful semantic classes .car. instead of .object. and identify any alert situation a .car is on the sidewalk. according to the ontology and semantic rules a formal knowledge model specified by a human ontology engineer. The Semantic Translation translates the syntactic information into formal semantic data according to Semantic Web standard formats and populates the ontology with them using the Jena framework which handles all the semantic operations done within Java. 
ASSES,It is possible to complement the information from the cameras with other types of sensors such as smoke detectors humidity and or accelerometers to enable a more accurate detection of dangerous situations and detection of alarms not easily identifiable with cameras alone. This data is directly fed to the Semantic Translator which contains an ontology a knowledge model representing each surveillance domain considered. For example a fire detection ontology will probably have to deal with the input of fire sensors brightness of objects in the cameras to detect flames and smoke and speed of people running in the images. 
METH,To perform the route and sink source detection the strategy implemented in the system is similar to the one found in. Basically similar trajectories are clustered together to form routes with similarity measured using a modified Hausdorff distance composed by two values: the traditionally defined Hausdorff distance and an average point-by-point angle distance the average of the angles between the direction of the trajectories at their initial point at their second point at their third point etc.. In order for two trajectories to be considered part of the same cluster the two distance values have to be below two different thresholds. Incorporating the angle measure helps differentiating between two trajectories which have a similar layout but evolve in opposite directions 
ASSES,Semantic Alarm Detection: Once the image and the route model have been translated into the semantic domain the ontology and rules are applied to check if the behaviour of the object is normal or there is an emergency. For instance a semantic rule could specify that .cars do not move over sidewalks. so an object labelled as .car. on a route labelled as .sidewalk. will trigger an alarm. 
ARIN,The prototype implemented uses Semantic Web standards for the specification of these two elements using the JENA framework as a provider of all the required semantic operations within Java. Specifically the ontology is defined using OWL Web Ontology Language SWRL Semantic Web Rule Language is used for the specification of the semantic rules Figure 3. The ontology governs how the moving objects routes sinks and sources are understood. 
ARIN,A semantic reasoner a program designed to infer conclusions from the specification of classes and individuals within an ontology is in charge of reasoning over the ontology and of applying the semantic rules. Every time new data is available the reasoner processes it updating the knowledge model of the scene accordingly. Pellet has been chosen as the reasoner in the implementation. 
TECH,In order to avoid false alert due to spurious readings the system checks that this alarm is happening for a minimum period of time and then the system launches an alarm towards the control center indicating that a pedestrian is crossing the road improperly. One of the advantages of the semantic approach implemented in the proposed system is that the alarm includes detailed data about the event that caused it. In this case the alarm pedestrianOnPavement might not deserve the attention of a human operator because this kind of alarms happen often and are not extremely dangerous so the system could automatically decide that the alarm should not be progressed to the control console in this case according to a behaviour that can also be encoded directly in the ontology. This feature is extremely convenient in Smart Environments where automatic actuators of contingency systems could be automatically triggered by the surveillance system for instance fire extinguishers in a Smart Building therefore allowing the specification of semantic conditions for automatic responses to each kind of alarm. 
PRED,Within this line of research our contribution seeks to a introduce a framework for analyzing terrorism through complex networks and b predict future targets using an algorithm from recent recommendation engine work. 
PRED,we use the actor by target matrix to predict future targets using the Network-based Inference algorithm. Particularly this technique utilizes a resource sharing scheme for bipartite network projections. In our example we consider the bipartite graph of Actors and Targets T where there are A is the set of actors and T of targets and E represent the attacks that actors perform on targets. 
ARIN,We then used these bipartite graphs to construct weighted monopartite projection graphs to predict likely targets for terrorist attacks in 2016 using the Network-based Inference NBI technique. It should be noted that the original NBI technique was used on binary graphs and that we used a weighting function as opposed to a binary value in our projections. 
ASSES,we propose to model the crowd mobility as a dynamical system and characterize the irregular mobility data with a novel local coherence of sparse field LCSF algorithm. The proposed algorithm makes it possible to measure the separation behavior of trajectories in an irregular and sparse topology network. Detected HMS referred as local separation measure of LCSF divides the geographical urban areas into distinct functional regions over time. We design and implement a visual analytics system to facilitate situation-aware analysis of a huge amount of crowd mobility and their socialized behaviors. 
ASSES,In this paper we introduce a novel method to uncover inherent characteristics of HMSs based on mobile phone location records. Mobile phone data record the cell tower ID and time when phone users enter or leave a cell tower. The large coverage of mobile phone data makes it possible to study HMSs at a large scale. To reveal HMSs of human movement we consider the crowd mobility as a dynamical system. 
ARIN,we extend FTLE to a local coherence of sparse field LCSF algorithm on an irregular topology network. The LCSF value of a region encodes the dissimilarity of trajectories passing through the region. We refer to HMSs as local separation measure of the LCSF. We can dynamically divide distinct regions over time and reveal hidden human pattern according to HMSs. 
ASSES, The approach presented here leverages the basic notions of flow methods widely used in the past decade visualization we regard the crowd movement as a dynamical system and propose a novel algorithm LCSF to measure the spatiotemporal variation 
ASSES,Next we present two different approaches to analyze the probability system namely local features that focus on the properties of individual cell tower see Section IV-D and HMSs that study the spatial varia tions of the probability map see Section IV-C. In addition we introduce a direct visualization method that synthesizes line integral convolution LIC-like textures for dense visu alization of trajectories and provides the context information see Section IV-E. 
TECH,We implemented a web-based system FBVA based on leaflet an open-source interactive map library. In addition our system is built by means of Vue.js a progressive JavaScript framework in order to take advantage of MVVM architecture. 
FEAS,The LCSF values are rendered by WebGL and the user interface is mainly constructed with open-source libraries including d3.js and element. For a back-end computation data are stored in a local MySQL database and algorithms are per C++ formed by and Python. All experiments are conducted on a PC equipped with 3.3-GHz Intel Core i5-4590 CPU and 8-GB RAM. 
ASSES,We also propose a visual analysis system FBVA to motivate further exploration of crowd mobility. Our system provides deeper insights into the HMSs and dynamically reveals hidden mobil ity patterns behind the crowd mobility in urban area. 
ASSES,Therefore intelligent video surveillance system IVS has become an important research domain in ever smarter connected cities. An IVS system can be applied to identify and track targets detect abnormal circumstances provide timely alerts and automatic identification in dynamic public environments 
ASSES,During the detection process correlation filter based trackers detect the object by performing cyclic shift operations at the position of the previous frame which can generate a series of candidate windows. Then these candidate windows perform the correlation calculation with the filter which has been trained on the previous frame. After that the candidate win dow with the highest confidence is chosen as the target. The appearance model is an important part of tracking algorithms which mainly consists of two parts: visual representation and statistical modeling 
METH,The way to evaluate trackers is to run them throughout a test sequence with initialization from the ground truth position in the first frame. All the tracking methods are evaluated by three metrics. a. Distance precision DP. It illustrates the percentage of frames whose estimated location is within the given threshold distance of the ground truth. b. Overlap success rate OS. It is defined as the per centage of frames where bounding box overlap more than a threshold. c. Center location error CLE. It represents the mean Euclidean distance between the ground truth and the esti mated center position. 
ARIN,The tracking algorithms are implemented on the near-site fog computing nodes. Every frame in the surveillance videos can be handled on the fog computing nodes. It is worth noting that the fog computing nodes not only offer computing power but also provide storage space. The original video data can be pre-processed and stored in fog computing nodes. Then it can be sent to the remote cloud center to do longer duration analysis for IVS. For example we can do a long-term analysis of traffic conditions in smart cities to solve urban congestion problems. 
ASSES,In order to track target smoothly under different com plex conditions this paper provided a novel strategy which performed multi positions' detection and used alternate tem plates MPAT for object tracking. Further a deployment framework was designed for IVS for intelligent surveillance systems based on fog computing 
ASSES,The primary contribution of this work is the design of StreetVizor an interactive visual analytics system that helps planners leverage their domain knowledge in exploring human-scale urban forms based on street view images. Our system presents two-stage visual exploration: 1 an AOI Explorer for the visual comparison of spatial distributions and quantitative measurements in two areas-of-interest AOIs at city- and region-scales 2 and a Street Explorer with a novel parallel coordinate plot for the exploration of the fine-grained details of the urban forms at the street-scale. 
ARIN,we introduce StreetVizor a visual analytics system for the exploration of human-scale urban forms based on GSV im ages. We develop the system in an iterative design process: specifi analysis requirements are described by a collaborating urban planner and the designs are evaluated and refined against requirements. To present information in concisely StreetVizor combines a set of well established visualization techniques including coordinated multiple views CMVs and scatterplot matrix with a new design of parallel coordinates that integrate street layout information. Our system utilizes advanced clustering models to enable the efficient exploration of street view patterns. 
FEAS,Figure 11 to 13 presents the results from our experiments about the online learning and plan- ning mechanism. Four planning mechanisms that we consider are as follows: first a random planning mechanism that randomly generates allocation strat- egy with limited resources second a pure planning mechanism where we learn the criminal behavior model once and apply this model to plan for the entire horizon T using DOGS algo- rithm third a online planning mechanism with greedy planning al- gorithm that updates every Tu time-steps and the last mechanism is online planning mechanism with DOGS algorithm that also updates every Tu time-steps. In Figure 11 the total planning horizon T is set to 600. In addition to the four planning mechanisms we also consider the worst case where the defender always protect the least valuable targets. The x-axis shows the update interval Tu which is the time interval after which we update criminals behavior model. The y-axis is the expected number of crimes that happens under the deployed allocation strategy within 600 steps. Expected num- ber of crimes under pure planning mechanism stay the same with different Tu because it does not update the criminals model at all. For online mechanisms the expected number of crimes increases as the update interval Tu increases. This is because with infrequent updates of the criminals behavior model we cannot keep up with the real criminals behavior. In addition with any size of the up- date interval DOGS algorithm outperforms the greedy algorithm. In Figure 12 we present the runtime of three mechanisms for the same experiment. We do not show the runtime for the random plan- ning mechanism as it is small and same for any planning horizon T. The runtime decreases as the update interval Tu increases. There is a runtime-quality trade-off in choosing Tu. Figure 13 shows the performance of the four planning mechanisms but with different number of targets in the model. The x-axis is the number of targets in the graph and the y-axis is the expected number of crimes under the deployed strategy. We set T = 600 Tu = 2. The results here are similar to the results of Fig. 11. These results lead us to conclude that online mechanisms out- perform the baseline planning mechanisms significantly in any set- tings. For online mechanisms DOGS achieves better performance while greedy planning algorithm requires less runtime. Thus based on the specific problem being solved the appropriate algorithm must be chosen judiciously. 
ARIN,The presented predictive model is fitted by Random forest supervised machine learning algorithm in Weka benchmark. The attack type is set as the response variable and remaining considered as independents or predictors. 
ARIN,In the classification of terrorist attack region every classified played their 100 role except only Naïve Bayes NB who missed 269 instances and ANN missed only 1 instances during the classification process. The attack region attributes have 12 type of instances shown in table 2. 
FEAS,While the multivariate CUSUM and simultaneous individual CUSUMs exhibited similar performance on the real hospital data in more abstract simulation evaluations such as in Figure 4 each seemed to demonstrate a separate specific strength: The modified MCUSUM is slightly better at detecting small shifts in many or all dimensions while the simultaneous individual CUSUMs seem better at detecting a shift in only one dimension. This suggests a strategy of using both in combination where in the public health arena for example individual hospitals might monitor their own trends using individual CUSUMs while a city county or state public health department might monitor an area using the MCUSUM. Or perhaps a public health department might use both the individual CUSUMs and the MCUSUM simultaneously but interpret their signals differently: An individual CUSUM signal indicates the possibility of a localized event while a MCUSUM signal indicates the possibility of a larger area-wide event. 
ARIN,A more fully integrated type of application tries to make the IoT data actionable and useful usually depending on a series of machine learning and artificial intelligence to analyze the volume of data turn them into actionable knowledge and ultimately form real-time recommendations and decisions for the fire responders. Imagine the next generation fireground: various wearable sensors and devices in the firefighter s clothes can sense the position health condition the presence of dangerous chemical gases environmental heat and much more drones can see the fireground s aerial imagery robotics with cameras and sensors can enter into dangerous areas to see debris and report other important environmental parameters such as heat smoke density and others. This data coupled with an auto- mated intelligent safety decision system can help the firefighter find exits identify hazards warn them about surrounding temperatures and estimate the probability of explosion. 
LACK,The edge server includes a set of edge devices odes that are cho- sen to locally execute computational tasks which are traditionally deployed on the remote cloud server. In theory the network bridge nodes i.e. edge nodes in Figure 2 are the ideal options for edge server due to their more powerful capabilities in computation and storage compared with the extreme edge devices on the fireground. These nodes are usually located one-hop or two-hop away from the field sensors. In the extreme application context however there are many challenges for deploying these nodes as edge servers. Unlike other real-time applications the network connectivity between the field sensors and such gateway nodes is unreliable regardless of what kind of Internet access method e.g. WiFi or 4G LTE is used. The power outage often associated with structure fires might break down the WiFi infrastructure. The available cellular network s bandwidth would be dynamic and unpredictable with wireless radio interference building materials and geographic location. 
LACK,Moving the computing server further close to the data source has the benefit of saving communication cost and reducing system latency. However the biggest concern is the associated energy con- sumption. In the fireground all edge devices are battery-operated. The chosen edge server s battery will drain quickly due to the extra computation workload from other edge devices. For this problem dynamic edge server election might be a solution which will allow the qualified edge devices based on their current residual energy level to automatically enter exit the resource pool to contribute their compute resources. 
LACK,Compared with the cloud server the computational ability of edge devices odes is still limited. This is because they all have their own workloads and the priority of running as an edge server is usu- ally less than their primary task. For instance the router if allowed to be configured as an edge server will assign limited resources or limited time e.g. during off peak hour to execute computational task from other devices causing minimum impact on its traditional workloads in data routing and transmitting. Therefore if the re- searchers would like to enhance the real-time performance using edge computing model they need to furthermore optimize their algorithms to maximally reduce the computational complexity. 
LACK,For the extreme field edge device it is hard for a single device to satisfy the computational demands of the complex tasks such as machine learning based decision making. In such case the edge devices that qualify as an edge server can form a local distributed system to cooperatively work on a specific task. Unlike the task partitioning for regular edge applications discussed in the targeted server is energy and resource constrained. In addition the edge server is highly dynamic as the edge server needs to exit the resource pool to conserve energy for its own workload. So in the firefighting context the question is how to effectively partition a task from the energy perspective and offload each subtask on the resource appropriate edge server. 
ASSES,we proposed an approach to monitor and analyze the citizen sentiment in social media by Governments. We also applied this approach to a real-world problem and presented how Government agencies can get benefited out of it. 
ASSES,Thus it is always a challenge to find out documents or entries that are relevant for the topic we are interested in. This relevance filtering based on topic can be seen as an Information Extraction IE problem where a large number of documents or entries in social media are analysed to extract some coherent topics out of it before further analysis for subjectivity detection and sentiment classification. This problem is called Topic Modelling. 
ARIN,In our approach the topic modelling and sentiment analysis is performed by an IBM system – Cognos Consumer Insight CCI. The architecture of CCI which runs based on the theoretical foundation above 
TECH,Query: This defines the scope of baseline data retrieval from social media sources. The DataFetcher would use it. The result of the query produces the document dimension n of the W matrix. 
TECH,Hotwords are the parameters that are common across the defined topics of interest. They can provide additional insight into how sentiments around a particular concept can be perceived in the context of different hotwords. 
ARIN,Though CCI provides a sentiment lexicon assigned with prior polarity for different languages it is necessary to validate that in the context of the rest of the analysis model. 
METH,The performance of the hardware sets plays a direct impact on regulatory authorities to obtain accurate information on the site and the efficient disposal of accidents. Due to information collected devices are often arranged in different hostile environments signal stability and the nodes energy are key issues of the system. Therefore selecting micro-controllers with characteristics of strong communication ability low power consumption accuracy information collected and appropriate price such as CC2530 CC2431 the series of AVR and ARM then coupled with wireless communication protocol interface such as ZigBee Bluetooth WiFi is a good method. 
TECH,Sensing layer is used for acquisition physical events and data occur in the physical world including various types of physical quantities for example fire source temperature humidity etc logos audio and video data. But also sensing layer takes responsible for collecting data and information including transmission display interpretation identification and screening. 
ARIN,Study on analysis and abstract multi-source heterogeneous data in the fusion situation the data mining methods for mixed and decision-making services distributed context awareness integration and reasoning mechanisms under non deterministic situation the scene analysis method for specific IOT application and the methods of knowledge-based construction and self-learning. 
ARIN,Cameras deployed in a large network have different physical characteristics such as location field-of-view FOV spatial resolution color sensitivity and notion of time. The difference makes answering even simple queries exceedingly difficult. For example if a subject moves from the FOV of one camera to another which has different color sensitivity and operates under dissimilar lighting conditions drastic changes in color signatures do occur. To reliably compute soft biometry to assist the identification of subjects across the FOVs of multiple cameras therefore requires careful color calibration. We have developed and integrated a suite of algorithms for spatial temporal and color calibration for cameras with both overlapped and non-overlapped FOVs. 
ARIN,To fuse data in a network of multiple cameras it is important that a consistent notion of space time and color is established to facilitate the exchange of sensor data. These correspond to spatial temporal and color calibration. Spatial calibration is a problem that has been thoroughly researched in computer vision. We have also developed temporal registration techniques to determine the time skew between cameras clocks by matching the trajectories of the same object observed in multiple video streams. In this paper we present our color registration algorithm. 
TECH,our set up using a traditional calibration mark placed near the camera produces more reliable resultsthan the virtual landmark approach of we also recorded the percentage of times the algorithm failed to converge and if it did converge the number of iterations needed. As can be easily seen in Table 1 that under the same experimental conditions our algorithm obtained more accurate results and did not suffer from convergence problem 
ARIN,DynNetSim combines two previously disparate approaches to modeling networks dynamically – stochastic methods and behavioral simulations using computational agents. DynNetSim also addresses another key shortcoming in current dynamic models which is their inability to characterize the environments in which networks operate and interactions between networks and their environments. Incorporating such context is critical to analyzing terrorist groups which display highly opportunistic and adaptive behavior patterns in response to evolving real-world conditions and events. 
TECH,Social network analysis is used increasingly by military and intelligence agencies to develop tactics and strategies against terrorist networks and insurgent groups. This analysis helped the Army focus their intelligence gathering surveillance and search efforts to track down Saddam on a manageable set of individuals most closely tied with him recently or in the past. 
ARIN,These patterns drive further inferences about organizational structure goals and objectives and key relationships such as trust and control. The process is highly iterative and requires a complex combination of intelligent search data mining inference and intuition. Network analysis offers a natural framework for aggregating filtering visualizing and assessing intelligence data to support this process. 
TECH,The ForeTell platform underlying DynNetSim was previously applied to decision support for counter-terrorism preparedness. Finally ForeTell was used to develop a pilot decision support system for pandemic preparedness IDODSS. We intend to replace that system s initial top-down epidemiological model with a bottom-up agent-based epidemiological model using DynNetSim. 
ASSES,This paper presents RFree- ID the first unobtrusive RFID-based human identification system irrespective of walking cofactors e.g. appearance changes or inconsistent walking paths. The key insight is that the RFID reader and tags can serve as a radio gate and the walking induced RF signal fluctuations from tags are capable of per ceiving different walking patterns when people cross this gate. More importantly spatially separated tags can provide abundant temporal and spatial information for amplifying discrepancies among people and minifying the influence of walking cofactors. Therefore after collecting phase fluctuations received from RFID tags RFree-ID identifies people by using a sequence of signal processing techniques and a well-designed matching algorithm. The system is implemented on COTS RFID devices and extensive experimental evaluation under various conditions validates the high reliability and robustness of our system. 
ASSES,However without knowing the identities of individuals many of these applications would largely reduce the user experience and even worse become infeasible in realistic scenarios. For example if activity recognition systems cannot identify someone who is walking into a room they fail to further provide him her with personalized services like TV program recommendations. 
ARIN,The spatial diversity provided by RFID tags holds potential to deal with the variations but how to incorporate the information across multiple tags is non-trivial. Although many sophisticated RFID systems for activity recognition have emerged recently e.g. IDsense they mainly focus on recognizing human object inter actions by perceiving movements of RFID tags attached on 
ARIN,Gait-based human identification aims to discriminate indi viduals by the way they walk. Unlike other biometrics gait can be captured at a distance and without requiring the extra cooperation from people. Camera-based approaches use spatial-temporal silhouette analysis based on computer vision to perform identification. Such methods highly depend on lighting conditions and require line-of-sight as well as suffer from privacy concerns. 
METH,To amplify the discrepancies among people and mitigate the impact of walking cofactors this module estimates the dis tinguishability and distortion for each tag and then applies Weighted Multi-Dimensional Dynamic Time Warping WMD DTW to compute the similarity of two walking profiles RFree-ID determines the identity of a person by searching the one in the walking profile library which has the highest as well as sufficient similarity with the testing profile 
